ciclo,carrera,modalidad,postulaciones,ingresantes,tasa_ingreso,denominador_fiable,nota_corte,puntaje_mediana
2021,ADMINISTRACION DE EMPRESAS,beca,37,8,21.6,si,77.53,67.57
2021,ADMINISTRACION DE EMPRESAS,extraordinario,8,8,,no,74.13,83.52
2021,ADMINISTRACION DE EMPRESAS,ordinario,187,121,64.7,si,50.71,73.18
2021,ADMINISTRACION DE EMPRESAS,precatolica,32,32,,no,106.19,176.02
2021,ADMINISTRACION DE EMPRESAS,rendimiento_superior,1,1,,no,92.9,92.9
2021,ADMINISTRACION DE EMPRESAS,traslado,4,4,,no,71.27,77.73
2021,ARQUITECTURA,beca,19,13,68.4,si,74.53,75.61
2021,ARQUITECTURA,convenio_cci,2,2,,no,63.46,66.76
2021,ARQUITECTURA,extraordinario,8,8,,no,68.74,90.31
2021,ARQUITECTURA,ordinario,138,96,69.6,si,64.31,76.4
2021,ARQUITECTURA,precatolica,55,55,,no,107.81,197.0
2021,ARQUITECTURA,rendimiento_superior,7,7,,no,82.74,88.29
2021,ARQUITECTURA,traslado,2,2,,no,75.28,75.28
2021,CIENCIA POLITICA Y GOBIERNO,beca,2,2,,no,80.56,82.76
2021,CIENCIA POLITICA Y GOBIERNO,ordinario,44,37,,no,45.36,70.92
2021,CIENCIA POLITICA Y GOBIERNO,precatolica,8,8,,no,143.56,186.45
2021,CIENCIA POLITICA Y GOBIERNO,rendimiento_superior,3,3,,no,94.36,104.59
2021,COMUNICACION SOCIAL TRASLADO INTERNO II,beca,2,2,,no,77.31,81.08
2021,COMUNICACION SOCIAL TRASLADO INTERNO II,extraordinario,4,4,,no,79.75,87.93
2021,COMUNICACION SOCIAL TRASLADO INTERNO II,ordinario,82,75,,no,46.61,73.21
2021,COMUNICACION SOCIAL TRASLADO INTERNO II,precatolica,14,14,,no,151.9,178.58
2021,COMUNICACION SOCIAL TRASLADO INTERNO II,rendimiento_superior,7,7,,no,84.0,93.84
2021,COMUNICACION SOCIAL TRASLADO INTERNO II,traslado,4,4,,no,53.32,56.08
2021,CONTABILIDAD,beca,26,8,30.8,si,68.13,64.24
2021,CONTABILIDAD,extraordinario,7,5,,si,76.84,82.5
2021,CONTABILIDAD,ordinario,81,46,56.8,si,58.21,71.99
2021,CONTABILIDAD,precatolica,14,14,,no,143.86,185.32
2021,CONTABILIDAD,rendimiento_superior,1,1,,no,91.8,91.8
2021,CONTABILIDAD,traslado,6,6,,no,63.44,65.83
2021,DERECHO TRASLADO INTERNO II,beca,45,8,17.8,si,85.88,72.93
2021,DERECHO TRASLADO INTERNO II,convenio_cci,2,2,,no,68.31,71.71
2021,DERECHO TRASLADO INTERNO II,extraordinario,17,13,,no,71.74,86.24
2021,DERECHO TRASLADO INTERNO II,ordinario,310,173,55.8,si,67.17,75.71
2021,DERECHO TRASLADO INTERNO II,precatolica,112,112,,no,105.61,198.16
2021,DERECHO TRASLADO INTERNO II,rendimiento_superior,14,14,,no,80.96,91.45
2021,DERECHO TRASLADO INTERNO II,traslado,10,10,,no,71.67,74.46
2021,EDUCACION INICIAL,beca,6,5,,no,65.31,76.26
2021,EDUCACION INICIAL,ordinario,18,14,,no,63.24,71.29
2021,EDUCACION INICIAL,precatolica,7,7,,no,111.18,191.69
2021,EDUCACION PRIMARIA,beca,3,3,,no,72.12,72.63
2021,EDUCACION PRIMARIA,ordinario,6,6,,no,67.39,71.78
2021,EDUCACION SECUNDARIA,beca,10,5,,si,67.5,66.48
2021,EDUCACION SECUNDARIA,extraordinario,1,1,,no,80.88,80.88
2021,EDUCACION SECUNDARIA,ordinario,11,11,,no,59.4,72.42
2021,EDUCACION SECUNDARIA,precatolica,2,2,,no,183.68,187.17
2021,ENFERMERIA,beca,23,5,21.7,si,82.12,70.06
2021,ENFERMERIA,convenio_cci,2,2,,no,70.62,71.29
2021,ENFERMERIA,extraordinario,26,19,73.1,si,64.25,77.54
2021,ENFERMERIA,ordinario,181,0,0.0,si,,71.86
2021,ENFERMERIA,precatolica,19,0,0.0,si,,174.56
2021,ENFERMERIA,rendimiento_superior,2,2,,no,90.67,92.31
2021,ENFERMERIA,traslado,14,14,,no,64.06,72.0
2021,FARMACIA Y BIOQUIMICA,beca,4,4,,no,75.17,78.33
2021,FARMACIA Y BIOQUIMICA,extraordinario,17,17,,no,58.41,75.46
2021,FARMACIA Y BIOQUIMICA,ordinario,82,0,0.0,si,,70.0
2021,FARMACIA Y BIOQUIMICA,rendimiento_superior,3,3,,no,84.12,91.31
2021,FARMACIA Y BIOQUIMICA,traslado,6,6,,no,64.06,81.1
2021,INGENIERIA AGRONOMICA Y AGRICOLA,beca,6,6,,no,58.85,64.73
2021,INGENIERIA AGRONOMICA Y AGRICOLA,extraordinario,2,2,,no,85.79,92.24
2021,INGENIERIA AGRONOMICA Y AGRICOLA,ordinario,20,20,,no,52.02,69.14
2021,INGENIERIA AGRONOMICA Y AGRICOLA,precatolica,3,3,,no,180.35,182.8
2021,INGENIERIA AGRONOMICA Y AGRICOLA,traslado,6,6,,no,58.71,62.61
2021,INGENIERIA AMBIENTAL TRASLADO INTERNO II,beca,23,14,60.9,si,66.86,75.12
2021,INGENIERIA AMBIENTAL TRASLADO INTERNO II,extraordinario,5,5,,no,68.37,84.62
2021,INGENIERIA AMBIENTAL TRASLADO INTERNO II,ordinario,91,69,,no,48.58,73.68
2021,INGENIERIA AMBIENTAL TRASLADO INTERNO II,precatolica,12,12,,no,160.92,213.8
2021,INGENIERIA AMBIENTAL TRASLADO INTERNO II,rendimiento_superior,3,3,,no,61.91,85.62
2021,INGENIERIA AMBIENTAL TRASLADO INTERNO II,traslado,2,2,,no,55.45,55.45
2021,INGENIERIA BIOTECNOLOGICA,beca,4,4,,no,76.09,82.66
2021,INGENIERIA BIOTECNOLOGICA,extraordinario,15,11,73.3,si,62.29,97.14
2021,INGENIERIA BIOTECNOLOGICA,ordinario,45,0,0.0,si,,84.32
2021,INGENIERIA BIOTECNOLOGICA,rendimiento_superior,8,8,,no,65.51,95.21
2021,INGENIERIA BIOTECNOLOGICA,traslado,2,2,,no,101.02,101.02
2021,INGENIERIA CIVIL TRASLADO INTERNO II,beca,45,16,35.6,si,76.25,71.63
2021,INGENIERIA CIVIL TRASLADO INTERNO II,convenio_cci,1,1,,no,61.82,61.82
2021,INGENIERIA CIVIL TRASLADO INTERNO II,extraordinario,19,16,,no,50.94,85.96
2021,INGENIERIA CIVIL TRASLADO INTERNO II,ordinario,146,105,71.9,si,60.53,77.45
2021,INGENIERIA CIVIL TRASLADO INTERNO II,precatolica,40,40,,no,148.36,201.47
2021,INGENIERIA CIVIL TRASLADO INTERNO II,rendimiento_superior,12,12,,no,90.38,98.54
2021,INGENIERIA CIVIL TRASLADO INTERNO II,traslado,4,4,,no,50.42,63.92
2021,INGENIERIA COMERCIAL,beca,3,3,,no,80.22,87.78
2021,INGENIERIA COMERCIAL,extraordinario,7,6,,no,73.86,86.03
2021,INGENIERIA COMERCIAL,ordinario,100,85,,no,50.71,75.24
2021,INGENIERIA COMERCIAL,precatolica,24,24,,no,114.18,203.3
2021,INGENIERIA COMERCIAL,rendimiento_superior,6,6,,no,52.5,95.97
2021,INGENIERIA DE INDUSTRIA ALIMENTARIA,beca,4,4,,no,57.76,61.86
2021,INGENIERIA DE INDUSTRIA ALIMENTARIA,extraordinario,3,3,,no,81.63,81.76
2021,INGENIERIA DE INDUSTRIA ALIMENTARIA,ordinario,19,19,,no,45.51,73.64
2021,INGENIERIA DE INDUSTRIA ALIMENTARIA,precatolica,8,8,,no,118.62,193.88
2021,INGENIERIA DE MINAS,beca,9,9,,no,56.59,69.06
2021,INGENIERIA DE MINAS,extraordinario,3,3,,no,86.11,88.44
2021,INGENIERIA DE MINAS,ordinario,82,67,,no,45.68,71.13
2021,INGENIERIA DE MINAS,precatolica,19,19,,no,125.62,190.77
2021,INGENIERIA DE MINAS,rendimiento_superior,7,7,,no,71.9,97.95
2021,INGENIERIA DE MINAS,traslado,2,2,,no,86.06,86.06
2021,INGENIERIA DE SISTEMAS,beca,18,10,55.6,si,66.25,69.06
2021,INGENIERIA DE SISTEMAS,extraordinario,9,8,,no,67.5,79.95
2021,INGENIERIA DE SISTEMAS,ordinario,105,82,,no,51.6,75.06
2021,INGENIERIA DE SISTEMAS,precatolica,28,28,,no,123.0,198.66
2021,INGENIERIA DE SISTEMAS,rendimiento_superior,4,4,,no,82.12,86.93
2021,INGENIERIA ELECTRONICA,beca,2,2,,no,66.25,73.38
2021,INGENIERIA ELECTRONICA,ordinario,17,17,,no,49.82,73.25
2021,INGENIERIA ELECTRONICA,precatolica,11,11,,no,106.88,209.36
2021,INGENIERIA ELECTRONICA,rendimiento_superior,2,2,,no,87.67,89.37
2021,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,beca,7,7,,no,57.98,64.88
2021,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,convenio_cci,3,3,,no,68.01,68.36
2021,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,extraordinario,15,15,,no,62.43,87.39
2021,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,ordinario,223,177,,no,59.68,77.18
2021,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,precatolica,68,68,,no,113.66,203.42
2021,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,rendimiento_superior,16,16,,no,64.12,101.19
2021,INGENIERIA INDUSTRIAL TRASLADO INTERNO II,traslado,4,4,,no,79.37,83.62
2021,INGENIERIA MECANICA ELECTRICA,beca,7,7,,no,49.43,65.78
2021,INGENIERIA MECANICA ELECTRICA,extraordinario,6,6,,no,76.71,88.18
2021,INGENIERIA MECANICA ELECTRICA,ordinario,74,68,,no,45.0,73.11
2021,INGENIERIA MECANICA ELECTRICA,precatolica,14,14,,no,150.66,208.17
2021,INGENIERIA MECANICA ELECTRICA,rendimiento_superior,4,4,,no,65.29,86.44
2021,INGENIERIA MECANICA ELECTRICA,traslado,8,8,,no,67.69,73.1
2021,INGENIERIA MECATRONICA,beca,9,9,,no,61.79,72.72
2021,INGENIERIA MECATRONICA,extraordinario,7,7,,no,56.73,92.2
2021,INGENIERIA MECATRONICA,ordinario,82,74,,no,46.88,74.28
2021,INGENIERIA MECATRONICA,precatolica,24,24,,no,136.24,200.8
2021,INGENIERIA MECATRONICA,rendimiento_superior,7,7,,no,84.28,93.9
2021,MEDICINA HUMANA TRASLADO INTERNO II,beca,125,4,3.2,si,99.48,82.03
2021,MEDICINA HUMANA TRASLADO INTERNO II,convenio_cci,1,1,,no,96.21,96.21
2021,MEDICINA HUMANA TRASLADO INTERNO II,extraordinario,153,40,26.1,si,70.83,86.44
2021,MEDICINA HUMANA TRASLADO INTERNO II,ordinario,1080,0,0.0,si,,84.48
2021,MEDICINA HUMANA TRASLADO INTERNO II,precatolica,1253,0,0.0,si,,223.29
2021,MEDICINA HUMANA TRASLADO INTERNO II,rendimiento_superior,165,16,9.7,si,102.19,96.92
2021,MEDICINA HUMANA TRASLADO INTERNO II,traslado,67,28,41.8,si,67.65,92.64
2021,MEDICINA VETERINARIA Y ZOOTECNIA,beca,5,5,,no,70.41,83.84
2021,MEDICINA VETERINARIA Y ZOOTECNIA,extraordinario,15,13,,no,63.62,83.33
2021,MEDICINA VETERINARIA Y ZOOTECNIA,ordinario,142,82,57.7,si,65.14,74.5
2021,MEDICINA VETERINARIA Y ZOOTECNIA,precatolica,31,30,,no,114.24,175.09
2021,MEDICINA VETERINARIA Y ZOOTECNIA,rendimiento_superior,2,2,,no,90.49,95.72
2021,MEDICINA VETERINARIA Y ZOOTECNIA,traslado,6,6,,no,67.99,70.1
2021,OBSTETRICIA Y PUERICULTURA,beca,8,6,,si,60.94,74.69
2021,OBSTETRICIA Y PUERICULTURA,extraordinario,14,14,,no,65.22,79.15
2021,OBSTETRICIA Y PUERICULTURA,ordinario,76,0,0.0,si,,71.51
2021,OBSTETRICIA Y PUERICULTURA,rendimiento_superior,2,2,,no,92.09,100.29
2021,OBSTETRICIA Y PUERICULTURA,traslado,2,2,,no,64.76,64.76
2021,ODONTOLOGIA,beca,4,4,,no,54.72,65.41
2021,ODONTOLOGIA,convenio_cci,1,1,,no,65.87,65.87
2021,ODONTOLOGIA,extraordinario,23,16,69.6,si,54.03,87.51
2021,ODONTOLOGIA,ordinario,131,0,0.0,si,,80.68
2021,ODONTOLOGIA,rendimiento_superior,5,5,,no,56.44,79.42
2021,ODONTOLOGIA,traslado,4,4,,no,68.62,74.31
2021,PSICOLOGIA TRASLADO INTERNO II,beca,55,14,25.5,si,78.19,67.68
2021,PSICOLOGIA TRASLADO INTERNO II,extraordinario,15,15,,no,56.31,75.0
2021,PSICOLOGIA TRASLADO INTERNO II,ordinario,131,0,0.0,si,,72.07
2021,PSICOLOGIA TRASLADO INTERNO II,precatolica,1,0,,si,,
2021,PSICOLOGIA TRASLADO INTERNO II,rendimiento_superior,6,6,,no,67.08,86.28
2021,PSICOLOGIA TRASLADO INTERNO II,traslado,4,4,,no,78.17,83.71
2021,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,beca,1,1,,no,86.24,86.24
2021,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,convenio_cci,1,1,,no,76.62,76.62
2021,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,extraordinario,1,1,,no,89.62,89.62
2021,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,ordinario,150,79,52.7,si,73.09,75.15
2021,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,precatolica,48,40,,no,122.27,190.75
2021,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,rendimiento_superior,5,5,,no,62.34,87.9
2021,PUBLICIDAD Y MULTIMEDIA TRASLADO EXTERNO NACIONAL II,traslado,4,4,,no,82.5,87.32
2021,TEOLOGIA,extraordinario,15,13,,no,14.0,24.0
2021,TRABAJO SOCIAL,extraordinario,38,38,,no,51.67,69.83
2021,TRABAJO SOCIAL,traslado,2,2,,no,75.17,75.17
2021,TURISMO Y HOTELERIA,beca,3,3,,no,57.66,61.96
2021,TURISMO Y HOTELERIA,extraordinario,2,2,,no,71.81,83.83
2021,TURISMO Y HOTELERIA,ordinario,26,21,,no,60.85,67.88
2021,TURISMO Y HOTELERIA,precatolica,1,1,,no,162.98,162.98
2022,ADMINISTRACION DE EMPRESAS,beca,8,3,,si,22.0,20.5
2022,ADMINISTRACION DE EMPRESAS,complementario,4,3,,si,36.0,38.0
2022,ADMINISTRACION DE EMPRESAS,convenio_cci,1,1,,no,,
2022,ADMINISTRACION DE EMPRESAS,extraordinario,13,13,,no,,
2022,ADMINISTRACION DE EMPRESAS,ordinario,244,231,,no,47.22,75.32
2022,ADMINISTRACION DE EMPRESAS,precatolica,65,64,,no,108.11,157.41
2022,ADMINISTRACION DE EMPRESAS,rendimiento_superior,5,5,,no,77.54,86.51
2022,ADMINISTRACION DE EMPRESAS,traslado,3,3,,no,76.35,78.2
2022,APRESTAMIENTO,precatolica,21,0,0.0,si,,69.6
2022,ARQUITECTURA,beca,6,3,,si,8.0,12.0
2022,ARQUITECTURA,complementario,3,3,,no,30.0,45.0
2022,ARQUITECTURA,convenio_cci,2,2,,no,,
2022,ARQUITECTURA,extraordinario,5,5,,no,,
2022,ARQUITECTURA,ordinario,181,168,,no,54.19,77.59
2022,ARQUITECTURA,precatolica,76,76,,no,106.69,198.13
2022,ARQUITECTURA,rendimiento_superior,12,11,,no,72.06,86.27
2022,ARQUITECTURA,traslado,2,2,,no,60.53,63.87
2022,CIENCIA POLITICA Y GOBIERNO,beca,1,0,,si,,
2022,CIENCIA POLITICA Y GOBIERNO,complementario,1,1,,no,36.0,36.0
2022,CIENCIA POLITICA Y GOBIERNO,convenio_cci,1,1,,no,,
2022,CIENCIA POLITICA Y GOBIERNO,ordinario,78,77,,no,48.75,74.84
2022,CIENCIA POLITICA Y GOBIERNO,precatolica,8,8,,no,110.85,193.86
2022,CIENCIA POLITICA Y GOBIERNO,rendimiento_superior,2,2,,no,78.31,83.2
2022,CIENCIA POLITICA Y GOBIERNO,traslado,1,1,,no,73.69,73.69
2022,COMUNICACION SOCIAL TRASLADO INTERNO II,beca,2,1,,si,22.0,22.0
2022,COMUNICACION SOCIAL TRASLADO INTERNO II,complementario,3,3,,no,29.0,32.0
2022,COMUNICACION SOCIAL TRASLADO INTERNO II,convenio_cci,1,1,,no,,
2022,COMUNICACION SOCIAL TRASLADO INTERNO II,extraordinario,2,2,,no,,
2022,COMUNICACION SOCIAL TRASLADO INTERNO II,ordinario,104,104,,no,50.71,72.62
2022,COMUNICACION SOCIAL TRASLADO INTERNO II,precatolica,23,23,,no,112.7,196.43
2022,COMUNICACION SOCIAL TRASLADO INTERNO II,rendimiento_superior,2,2,,no,81.96,84.39
2022,CONTABILIDAD,beca,3,2,,si,22.0,22.5
2022,CONTABILIDAD,complementario,2,1,,si,33.0,24.0
2022,CONTABILIDAD,extraordinario,2,2,,no,,
